:ID,:LABEL,entity_type,canonical_name,normalized_name,aliases,source_types,source_records:int,properties_json
Drug::羟基脲,Drug,Drug,羟基脲,羟基脲,羟基脲片,structured,3,"{""approval_number"": """", ""instruction"": ""口服，CML每日20～60mg/kg，每周两次，6周为一疗程；头颈癌、宫颈鳞癌等..."", ""ingredient"": ""化学名称为：羟基脲。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/34/E0/oYYBAGIMXSuANRZAAALSpztqnYA524.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E1/ooYBAGIMXSuARk39AAKXIE0UZjY558.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E1/ooYBAGIMXSyACbB5AAIw52-5o_E694.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E1/ooYBAGIMXSyAbiOmAAJt-DCMXEU518.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E0/o4YBAGIMXS2ATrOAAAIWDG8QuxE461.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E0/o4YBAGIMXS2ANSyNAAI8FjOOhmo764.jpg"", ""https://file.fh21static.com/fhfile1/M00/34/E0/o4YBAGIMXS6AUIacAAGmRcMkuJE473.jpg""]}"
Drug::羟基阿托他汀,Drug,Drug,羟基阿托他汀,羟基阿托他汀,羟基阿托他汀,pdf,1,{}
Drug::羟己磺脲,Drug,Drug,羟己磺脲,羟己磺脲,羟己磺脲,pdf,1,{}
Drug::羟氢可待酮,Drug,Drug,羟氢可待酮,羟氢可待酮,羟氢可待酮,structured,1,{}
Drug::羟氢吗啡酮,Drug,Drug,羟氢吗啡酮,羟氢吗啡酮,羟氢吗啡酮,unstructured,2,{}
Drug::羟氢萘心安,Drug,Drug,羟氢萘心安,羟氢萘心安,羟氢萘心安,pdf,1,{}
Drug::羟氨苄青霉素,Drug,Drug,羟氨苄青霉素,羟氨苄青霉素,羟氨苄青霉素,pdf,4,{}
Drug::羟氯喹,Drug,Drug,羟氯喹,羟氯喹,羟氯喹,pdf|structured|unstructured,4,{}
Drug::羟甲香豆素,Drug,Drug,羟甲香豆素,羟甲香豆素,羟甲香豆素,unstructured,1,{}
Drug::羟考酮,Drug,Drug,羟考酮,羟考酮,羟考酮,pdf|unstructured,28,{}
Drug::羟色氨酸,Drug,Drug,羟色氨酸,羟色氨酸,羟色氨酸,pdf,1,{}
Drug::羟苄丝肼,Drug,Drug,羟苄丝肼,羟苄丝肼,羟苄丝肼,pdf,1,{}
Drug::羟苄青霉素,Drug,Drug,羟苄青霉素,羟苄青霉素,羟苄青霉素,pdf,1,{}
Drug::羧甲司坦,Drug,Drug,羧甲司坦,羧甲司坦,羧甲司坦片,structured,3,"{""approval_number"": """", ""instruction"": ""口服：成 人每次1片，一日三次；儿童按体重一次10mg/kg，一日3次，或遵医嘱..."", ""ingredient"": ""本品主要成份为：羧甲司坦。其化学名称为：化学名为S -（羧甲基）-半胱氨酸。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/09/o4YBAGINktCAKJOlAAQDxBcC-A8100.jpg""]}"
Drug::羧甲司坦口服溶液,Drug,Drug,羧甲司坦口服溶液,羧甲司坦口服溶液,羧甲司坦口服溶液,structured,3,"{""approval_number"": """", ""instruction"": ""口服。成人一次25毫升，一日3次。"", ""ingredient"": ""S-（羧甲基）-半胱氨酸。辅料：碳酸氢钠、阿斯巴甜、甘露醇、薄荷香精。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/08/ooYBAGINiw6AJ-BaAAJdHf0UcSo606.png""]}"
Drug::羧甲基纤维素钠,Drug,Drug,羧甲基纤维素钠,羧甲基纤维素钠,羧甲基纤维素钠滴眼液,structured,3,"{""approval_number"": """", ""instruction"": ""完全扭断然后拉掉瓶盖，打开滴眼液瓶。滴1或2滴于患眼。用后即弃。"", ""ingredient"": ""羧甲基纤维素钠"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/50/ooYBAGIPX2uAK4UlAAGtu5w1WJ8514.jpg""]}"
Drug::羧苄西林,Drug,Drug,羧苄西林,羧苄西林,羧苄西林,pdf|unstructured,3,{}
Drug::羧苄青霉素,Drug,Drug,羧苄青霉素,羧苄青霉素,羧苄青霉素,pdf,6,{}
Drug::羧苯磺胺,Drug,Drug,羧苯磺胺,羧苯磺胺,羧苯磺胺,pdf,14,{}
Drug::翁比他韦,Drug,Drug,翁比他韦,翁比他韦,翁比他韦,pdf,1,{}
Drug::翁沥通,Drug,Drug,翁沥通,翁沥通,翁沥通胶囊,structured,3,"{""approval_number"": """", ""instruction"": ""饭后服，一次3粒，一日2次。"", ""ingredient"": ""薏苡仁、浙贝母、川木通、栀子(炒)、金银花、旋覆花、泽兰、大黄、铜绿、甘草、炙黄芪。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/48/o4YBAGIN2KiAOLA0AAJ4hQNM3Es882.jpg""]}"
Drug::老鹳草,Drug,Drug,老鹳草,老鹳草,老鹳草,pdf,1,{}
Drug::考尼伐坦,Drug,Drug,考尼伐坦,考尼伐坦,考尼伐坦,pdf|unstructured,4,{}
Drug::考来希胺,Drug,Drug,考来希胺,考来希胺,考来希胺,pdf|structured|unstructured,3,{}
Drug::考来替泊,Drug,Drug,考来替泊,考来替泊,考来替泊,pdf|structured|unstructured,27,{}
Drug::考来替泊树脂,Drug,Drug,考来替泊树脂,考来替泊树脂,考来替泊树脂,structured,1,{}
Drug::考来烯胺,Drug,Drug,考来烯胺,考来烯胺,考来烯胺,pdf|structured|unstructured,60,{}
Drug::考来维仑,Drug,Drug,考来维仑,考来维仑,盐酸考来维仑|考来维仑,pdf|unstructured,10,{}
Drug::考来酰胺,Drug,Drug,考来酰胺,考来酰胺,考来酰胺,structured|unstructured,4,{}
Drug::考比司他,Drug,Drug,考比司他,考比司他,cobicistat|考比司他,pdf|unstructured,8,{}
Drug::考比替尼,Drug,Drug,考比替尼,考比替尼,考比替尼,unstructured,1,{}
Drug::耐青霉素酶的半合成青霉素,Drug,Drug,耐青霉素酶的半合成青霉素,耐青霉素酶的半合成青霉素,耐青霉素酶的半合成青霉素,pdf,1,{}
Drug::耳毒性药物,Drug,Drug,耳毒性药物,耳毒性药物,耳毒性药物,structured,1,{}
Drug::联磺甲氧苄啶,Drug,Drug,联磺甲氧苄啶,联磺甲氧苄啶,联磺甲氧苄啶|联磺甲氧苄啶片,pdf|structured,4,"{""approval_number"": """", ""instruction"": ""口服成人常用量为：一次2片，一日2次，首次剂量加倍。慢性支气管炎急性发作疗程至少..."", ""ingredient"": ""本品为复方制剂，每片含磺胺甲?唑200mg、磺胺嘧啶200mg及甲氧苄啶80mg"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/03/o4YBAGINdzuAAYRpAALOXiqAWeQ492.jpg""]}"
Drug::联苯丁酮,Drug,Drug,联苯丁酮,联苯丁酮,联苯丁酮,pdf,1,{}
Drug::联苯丁酮酸,Drug,Drug,联苯丁酮酸,联苯丁酮酸,联苯丁酮酸,pdf|structured,5,{}
Drug::联苯双酯,Drug,Drug,联苯双酯,联苯双酯,联苯双酯|联苯双酯滴丸,pdf|structured|unstructured,5,"{""approval_number"": """", ""instruction"": ""口服：滴丸剂，5粒/次，每日3次，必要时6～10粒/次，每日3次，3月，ALT正..."", ""ingredient"": ""主要成份为：联苯双酯"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/AB/o4YBAGIOLyWARf_aAAKNX6vripg872.jpg""]}"
Drug::聚乙二醇,Drug,Drug,聚乙二醇,聚乙二醇,聚乙二醇,unstructured,1,{}
Drug::聚乙二醇1000维生素e琥珀酸酯,Drug,Drug,聚乙二醇1000维生素E琥珀酸酯,聚乙二醇1000维生素e琥珀酸酯,聚乙二醇1000维生素E琥珀酸酯,pdf,1,{}
Drug::聚乙二醇4000,Drug,Drug,聚乙二醇4000,聚乙二醇4000,聚乙二醇4000散,structured,2,"{""approval_number"": """", ""instruction"": ""适用于成人。口服，将袋内散剂溶于200～250ml水中后服用。每次1袋，每天1～2次。"", ""ingredient"": ""本品主要成份为聚乙二醇4000,系环氧乙烷和水缩聚而成的混合物。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/20/o4YBAGJp9I-AB54FAAF3rrZKh2w956.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/20/oYYBAGJp9I-AYRPDAAFAOhqxfbs898.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/21/ooYBAGJp9I-AEFw_AABr7qUGH4Q499.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/20/o4YBAGJp9I-AecnjAADGSFE04zs312.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/20/oYYBAGJp9JCAE9YUAAHfgeerxqY999.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/21/ooYBAGJp9JCAJI-sAAEhJ9BzTYk574.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/20/o4YBAGJp9JCAIMnsAADDQw1lEEE648.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/20/oYYBAGJp9JCAFBFEAAEoMYm_A0U193.jpg""]}"
Drug::聚乙二醇4000散剂,Drug,Drug,聚乙二醇4000散剂,聚乙二醇4000散剂,聚乙二醇4000散剂,structured,3,"{""approval_number"": ""国药准字H20050809"", ""instruction"": ""每次1袋，每天1―2次；或每天2袋，一次顿服。每袋内容物溶于200毫升水中后服用，每日剂量可根据患者情况增减。"", ""ingredient"": ""本品活性成份为聚乙二醇4000,为环氧乙烷和水缩聚而成的混合物。"", ""picture"": []}"
Drug::聚乙二醇干扰素,Drug,Drug,聚乙二醇干扰素,聚乙二醇干扰素,聚乙二醇干扰素,pdf|unstructured,3,{}
Drug::聚乙二醇干扰素α2a,Drug,Drug,聚乙二醇干扰素α-2a,聚乙二醇干扰素α2a,聚乙二醇干扰素α-2a,structured,1,{}
Drug::聚乙烯脂质体结合的阿霉素,Drug,Drug,聚乙烯脂质体结合的阿霉素,聚乙烯脂质体结合的阿霉素,聚乙烯脂质体结合的阿霉素,pdf,1,{}
Drug::聚乙烯脂质体阿霉素,Drug,Drug,聚乙烯脂质体阿霉素,聚乙烯脂质体阿霉素,聚乙烯脂质体阿霉素,pdf,2,{}
Drug::聚乙烯醇,Drug,Drug,聚乙烯醇,聚乙烯醇,聚乙烯醇,structured,1,{}
Drug::聚氧乙烯蓖麻油紫杉醇,Drug,Drug,聚氧乙烯蓖麻油紫杉醇,聚氧乙烯蓖麻油紫杉醇,聚氧乙烯蓖麻油紫杉醇,pdf,1,{}
Drug::聚甲酚磺醛栓,Drug,Drug,聚甲酚磺醛栓,聚甲酚磺醛栓,聚甲酚磺醛栓,structured,3,"{""approval_number"": """", ""instruction"": ""阴道给药。将本品放入阴道深部，2天1次。如果采用聚甲酚磺醛浓缩液病灶烧灼，则于两次烧灼间隔日放入一粒栓剂，为了使用方便，患者最好取仰卧位，先将栓剂用水浸湿，然后插入阴道深部。通常以晚间睡前用药为宜，配合使用卫生带，防止污染衣物和被褥。"", ""ingredient"": ""本品的主要成份为聚甲酚磺"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/19/ooYBAGJp80WAH3bRAAHidrY_56Q585.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/o4YBAGJp80WAQapRAAFdj6S8clk773.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/oYYBAGJp80WAGn9AAAE3doTTP38103.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/19/ooYBAGJp80WAWjamAAHGcEJEdCk849.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/o4YBAGJp80WAIY3XAAG3_w5b4uY416.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/oYYBAGJp80WARA65AAHY5Lw2qrg010.jpg""]}"
Drug::聚甲酚磺醛溶液,Drug,Drug,聚甲酚磺醛溶液,聚甲酚磺醛溶液,聚甲酚磺醛溶液,structured,3,"{""approval_number"": """", ""instruction"": ""1.妇科：用于阴道冲洗时,聚甲酚磺醛溶液应按1：5的比例以水稀释,而用于局部涂抹或敷贴时则无需稀释,通常敷贴每周进行1-2次。治疗前先彻底清洁宫颈及宫颈管,去除分泌物。为此可将浸有聚甲酚磺醛溶液的棉签插入宫颈管,转动数次取出,然后再将浸有药液的纱布块轻轻敷贴于病变组织,持续1-3分钟。一般敷贴1-2分钟即可达到止血目的。2.外科与皮肤科：为了终止伤口出血,可将浸有聚甲酚磺醛溶液的纱布块压在出血部位1-2分钟,止血后最好擦干残留药液。治疗局部烧伤、褥疮和肢体溃疡也可采用同样的方法,以使其坏死组织易于脱落。3.耳鼻喉科：治疗口腔和咽腔，应将本品按1：5的比例以水稀释。4.口腔粘膜与牙龈的病变,在使用聚甲酚磺醛溶液治疗后必须彻底漱口。"", ""ingredient"": ""本品主要成份为聚甲酚磺醛。化学名称:亚甲基二(羟基甲基苯磺酸)聚合物分子式:[C8H8O4S]n分子量:(200.212)n"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/4D/oYYBAGJp_RWAad87AAGaF4RZxZI433.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/ooYBAGJp_RWATQx6AAFulbzEnro373.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/o4YBAGJp_RWAerhhAAHPbSNJfWI616.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/oYYBAGJp_RaAOCW7AAHKu2GCFd4695.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/ooYBAGJp_RaAQI7RAAGgBmi3wH0337.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/o4YBAGJp_RaAVCXCAAFSbWUMass893.jpg""]}"
Drug::聚甲酚磺醛阴道栓,Drug,Drug,聚甲酚磺醛阴道栓,聚甲酚磺醛阴道栓,聚甲酚磺醛阴道栓,structured,3,"{""approval_number"": """", ""instruction"": ""根据病情，可以隔日或每日使用一枚阴道栓剂，疗程由医生决定。如果用其溶液病灶烧灼，则于两次烧灼间隔日放入一枚阴道栓剂。使用时，患者最好取仰卧位，先将栓剂用水浸湿，然后插入阴道深部。通常以晚间睡前用药为宜。配合使用卫生带，防止污染衣物和被褥。如果外科手术中使用，应使用阴道塞，并在术后1-2小时后拿出阴道塞。"", ""ingredient"": ""本品主要成份及其化学名称为：聚甲酚磺醛。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/4D/ooYBAGJp_PmADW2GAADRF-NQwIs122.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4C/o4YBAGJp_PqALKoEAAEg9E___pM360.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4C/oYYBAGJp_PqAaZCJAAHKnkLPquI245.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4D/ooYBAGJp_PqALQd0AAF6fUv85Hk901.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4C/o4YBAGJp_PqAShL7AACVupz-vBo354.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4C/oYYBAGJp_PuAUMB-AADvqTCHMIY615.jpg""]}"
Drug::聚维酮碘,Drug,Drug,聚维酮碘,聚维酮碘,聚维酮碘乳膏,structured,3,"{""approval_number"": """", ""instruction"": ""阴道给药法：1.将乳膏注入阴道深处（见示意图）。2.一次1支，一天1次，宜睡前使..."", ""ingredient"": ""本品每支含聚维酮碘0.2克。辅料为：聚乙二醇4000、聚乙二醇400、甘油、十二烷基硫酸钠。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/36/4A/o4YBAGIN68uALxQnAAHaq4mPgLI253.jpg""]}"
Drug::聚维酮碘凝胶,Drug,Drug,聚维酮碘凝胶,聚维酮碘凝胶,聚维酮碘凝胶,structured,3,"{""approval_number"": """", ""instruction"": ""阴道给药。一次5克，一日1次，7-10日为一疗程。于睡前将凝胶挤于阴道深部。病情..."", ""ingredient"": ""本品含聚维酮碘。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/62/03/oYYBAGJfYduAK5ncAAH1rG_LYB4479.jpg""]}"
Drug::聚维酮碘栓,Drug,Drug,聚维酮碘栓,聚维酮碘栓,聚维酮碘栓,structured,3,"{""approval_number"": """", ""instruction"": ""阴道或直肠给药。每晚睡前一次，一次1枚，7～10日为一疗程。"", ""ingredient"": ""本品每粒含主要成粉聚维酮碘0.2g，辅料为聚以二醇1000、聚以二醇4000。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/52/oYYBAGIPX5iAIGXmAAD-TwIVNZY627.jpg""]}"
Drug::聚维酮碘溶液,Drug,Drug,聚维酮碘溶液,聚维酮碘溶液,聚维酮碘溶液,structured,3,"{""approval_number"": """", ""instruction"": ""外用。用棉签蘸取少量，由中心向外周局部涂搽。一日1-2次。"", ""ingredient"": ""本品每毫升含主要成分聚维酮碘0.05克。辅料为乙二胺四乙酸二钠、碘酸押、碘化押、氢氧化钠、纯化水。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/4C/ooYBAGIPX0CAQK4qAAGdAGjY5u4318.jpg""]}"
Drug::肉桂,Drug,Drug,肉桂,肉桂,肉桂,pdf,4,{}
Drug::肉豆蔻木酚素,Drug,Drug,肉豆蔻木酚素,肉豆蔻木酚素,肉豆蔻木酚素,pdf,1,{}
Drug::肌乙啶,Drug,Drug,肌乙啶,肌乙啶,肌乙啶,structured,1,{}
Drug::肌松剂,Drug,Drug,肌松剂,肌松剂,肌松剂,pdf,2,{}
Drug::肌松弛剂,Drug,Drug,肌松弛剂,肌松弛剂,肌松弛剂,pdf,1,{}
Drug::肌松药,Drug,Drug,肌松药,肌松药,肌松药,structured|unstructured,2,{}
Drug::肌肉松弛剂,Drug,Drug,肌肉松弛剂,肌肉松弛剂,肌肉松弛剂,pdf,2,{}
Drug::肌苷,Drug,Drug,肌苷,肌苷,肌苷,pdf|structured,2,{}
Drug::肌苷葡萄糖,Drug,Drug,肌苷葡萄糖,肌苷葡萄糖,肌苷葡萄糖注射液,structured,3,"{""approval_number"": ""国药准字H20030765"", ""instruction"": ""静脉滴注。每次0.2～0.6g(以肌苷计),每日1～2次。"", ""ingredient"": ""主要成份:肌苷。"", ""picture"": []}"
Drug::肌醇,Drug,Drug,肌醇,肌醇,肌醇,unstructured,1,{}
Drug::肌醇片,Drug,Drug,肌醇片,肌醇片,肌醇片,unstructured,1,{}
Drug::肚痛泻,Drug,Drug,肚痛泻,肚痛泻,肚痛泻丸,structured,2,"{""approval_number"": """", ""instruction"": ""口服。成人一次5-6丸，儿童减半，一日3次。疗程5天。"", ""ingredient"": ""关黄柏、肉桂、丁香、陈皮、木油、薄荷脑、颠茄草、甘草。辅料为蜂蜜。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/49/o4YBAGJp_DWASIfRAAMUWYJbAZU240.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/oYYBAGJp_DWADwRqAAMWn6rt8mQ541.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/ooYBAGJp_DWAfPcAAAMWO1UA1CA660.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/49/o4YBAGJp_DWABRO-AAL6BDEd_uM023.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/oYYBAGJp_DWAawa5AAMfVuoEOeo118.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/ooYBAGJp_DWAbmjSAAMVX1ewg-U078.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/49/o4YBAGJp_DWAb7QQAALB_HAIGMM569.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/oYYBAGJp_DWAGDt-AALEcE1H4Qo608.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/4A/ooYBAGJp_DWABBjjAAMFRid8apU769.jpg""]}"
Drug::肝损害性药物,Drug,Drug,肝损害性药物,肝损害性药物,肝损害性药物,structured,1,{}
Drug::肝毒性药物,Drug,Drug,肝毒性药物,肝毒性药物,肝毒性药物,structured,2,{}
Drug::肝精补血素,Drug,Drug,肝精补血素,肝精补血素,肝精补血素口服液,structured,2,"{""approval_number"": """", ""instruction"": ""口服，一次10-20ml，一日2次，饭后服用。"", ""ingredient"": ""党参、枸杞子、肝精膏、枸橼酸铁铵、维生素B1。"", ""picture"": []}"
Drug::肝素,Drug,Drug,肝素,肝素,普通肝素|肝素,pdf|structured|unstructured,184,{}
Drug::肝素钙,Drug,Drug,肝素钙,肝素钙,肝素钙,unstructured,1,{}
Drug::肝素钠,Drug,Drug,肝素钠,肝素钠,肝素钠,structured|unstructured,7,{}
Drug::肝酶诱导剂,Drug,Drug,肝酶诱导剂,肝酶诱导剂,肝酶诱导剂,unstructured,1,{}
Drug::肠内营养乳剂tp,Drug,Drug,肠内营养乳剂TP,肠内营养乳剂tp,肠内营养乳剂(TP),structured,3,"{""approval_number"": """", ""instruction"": ""本品通过管饲或口服使用，应按照患者体重和营养状况计算每日剂量。1、以本品为唯一营..."", ""ingredient"": ""蛋白质3.4g、脂肪 3.2 g、饱和脂肪酸 0.5 g、必需脂肪酸 1.9 g"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/46/o4YBAGIPXs2AfNJuAAFf-CHcWOc451.jpg""]}"
Drug::肠内营养混悬液sp,Drug,Drug,肠内营养混悬液SP,肠内营养混悬液sp,肠内营养混悬液(SP),structured,3,"{""approval_number"": ""国药准字H20010285"", ""instruction"": ""口服或管道喂养。如瓶盖为皇冠盖，则先卸去皇冠盖，插上专用胶塞，插进输液导管;如瓶盖为输液瓶盖，则直接插进输液导管。连接前置入一根喂养管到胃，十二指肠或空肠上段部分。能量密度是1kcal/ml，正常滴速是100-125ml/h ( 开始时滴速宜慢)，剂量根据病人的需要，由医师处方而定。|1. 一般病人，每天给予2000kcal(500ml为4瓶)即可满足机体对营养的需求。|2. 高代谢病人(烧伤，多发性创伤)，每天可用到4000kcal(500ml为8瓶)以适应机体对能量需求的增加。|3. 对初次胃肠道喂养的病人，初始剂量最好从1000kcal(500ml为2瓶)开始，在2-3天内逐渐增加至需要量。|4. 本品在室温下使用，打开前先摇匀，适应全浓度输注者，本品不需要稀释，操作过程须谨慎，以保证产品的无菌。"", ""ingredient"": ""本品为复方制剂，其主要成份为水、麦芽糊精、乳清蛋白水解物、植物油、维生素、矿物质和微量元素等人体必需的营养要素。其组分为麦芽糊精88g，水解乳清蛋白20g，脂肪8.5g，钾0.75g，钠0.5g，钙0.4g，镁0.115g，磷0.36g，氯0.625g，铁8.0mg，锌6.0mg，铜0.9mg，锰1.65mg，氟0.5mg，碘0.065mg，钼0.05mg，铬33.5微克，砷28.5微克，维生素A 0.41mgRE，维生素B1 0.75mg，维生素B 20.8m，g维生素B 60.85mg，维生素B12"", ""picture"": []}"
Drug::肠内营养混悬液tpf,Drug,Drug,肠内营养混悬液TPF,肠内营养混悬液tpf,肠内营养混悬液(TPF),structured,3,"{""approval_number"": """", ""instruction"": ""口服或管饲喂养。管饲喂养时，先置入一根喂养管到胃、十二指肠或空肠上端部分。正常滴..."", ""ingredient"": ""本品为复方制剂，其组分为水、麦芽糊精、酪蛋白、植物油．膳食纤维(大豆多糖等)、矿物质、维生素和微量元素等人体必需的营养要素。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/37/44/o4YBAGIPXryASN8IAAJ7IsWTuqI938.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/44/oYYBAGIPXryALUQIAAKTBlyp6Pc878.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/44/oYYBAGIPXryAOywvAAIpvx_PcyE752.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/44/oYYBAGIPXryAVX9lAAKiiyDcGsA046.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/ooYBAGIPXryAQ-4PAAIxkBCbNWc430.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/ooYBAGIPXryAecqGAAMOTaPz_4s415.jpg"", ""https://file.fh21static.com/fhfile1/M00/37/45/ooYBAGIPXryAId0aAAJoer5waWY816.jpg""]}"
Drug::肠内营养混悬液tpfdm,Drug,Drug,肠内营养混悬液TPF-DM,肠内营养混悬液tpfdm,肠内营养混悬液(TPF-DM),structured,3,"{""approval_number"": """", ""instruction"": ""本品可以口服或管饲喂养。管饲喂养时，滴速建议从每小时20ml开始，由慢到快;最高不宜超过每小时125ml。剂量应由医师或营养师决定，并且根据患者的个体需要不同而调整。作为单一营养来源时:推荐剂量为平均每日25kcal/kg，平均每日2000ml(1500kcal)；作为营养补充时:根据患者需要使用，推荐剂量为平均每日1000ml(750kcal)。"", ""ingredient"": ""本品为复方制剂，详见说明书。"", ""picture"": [""https://file.fh21static.com/fhfile1/M00/64/17/o4YBAGJp8y-AVm89AAGzQAxuDxg025.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/17/oYYBAGJp8y-AT3URAAGIAMZ4sfc982.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/ooYBAGJp8y-AIB1_AAF2DLXccQc469.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/17/o4YBAGJp8y-ATCyVAAFeqHPqoOQ265.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/17/oYYBAGJp8y-AC7cZAAFHk38n5MA015.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/18/ooYBAGJp8y-AO03JAAG687PV5LA268.jpg"", ""https://file.fh21static.com/fhfile1/M00/64/17/o4YBAGJp8zCAVrnLAAF5fRFx7zU723.jpg""]}"
Drug::肠康,Drug,Drug,肠康,肠康,肠康胶囊,structured,3,"{""approval_number"": ""国药准字Z20000131"", ""instruction"": ""口服，一次4粒，一日2次;或遵医嘱。"", ""ingredient"": ""盐酸小檗碱、木香、吴茱萸。"", ""picture"": []}"
Drug::肠泰合剂,Drug,Drug,肠泰合剂,肠泰合剂,肠泰合剂,structured,3,"{""approval_number"": ""国药准字Z20027419"", ""instruction"": ""口服，一次10～20毫升，一日3次。"", ""ingredient"": ""红参、白术、茯苓、甘草、双歧杆菌培养液，陈皮糖浆。"", ""picture"": []}"
Drug::肠溶,Drug,Drug,肠溶,肠溶,肠溶片,structured,6,{}
Drug::肠溶阿司匹林,Drug,Drug,肠溶阿司匹林,肠溶阿司匹林,肠溶阿司匹林,unstructured,1,{}
Drug::肠溶阿司匹林片,Drug,Drug,肠溶阿司匹林片,肠溶阿司匹林片,肠溶阿司匹林片,pdf,1,{}
Drug::肠炎宁,Drug,Drug,肠炎宁,肠炎宁,肠炎宁颗粒,structured,3,"{""approval_number"": ""国药准字Z20060104"", ""instruction"": ""口服，一次1袋，一日3～4次；小儿酌减。"", ""ingredient"": ""地锦草、黄毛耳草、樟树根、香薷、枫树叶。"", ""picture"": []}"
Drug::肠炎宁片,Drug,Drug,肠炎宁片,肠炎宁片,肠炎宁片,unstructured,1,{}
Drug::肠球菌,Drug,Drug,肠球菌,肠球菌,肠球菌,unstructured,1,{}
Drug::肠胃舒,Drug,Drug,肠胃舒,肠胃舒,肠胃舒胶囊,structured,3,"{""approval_number"": ""国药准字Z20026659"", ""instruction"": ""口服，一次3-5粒，一日3次；儿童酌减。"", ""ingredient"": ""彝医：草果、木香、蜘蛛香、紫地榆、草血竭。"", ""picture"": []}"
Drug::肠舒止泻,Drug,Drug,肠舒止泻,肠舒止泻,肠舒止泻片|肠舒止泻胶囊,structured,6,"{""approval_number"": ""国药准字Z20025064"", ""instruction"": ""口服，一次2～4粒，一日3次。儿童酌减；或遵医嘱。"", ""ingredient"": ""人参、山药、苍术（炒）、黄连、黄柏、鸡矢藤、木香、砂仁、小茴香、肉豆蔻、诃子（去核）、山楂（炒焦）等13味。"", ""picture"": []}"
Drug::肠道吸附剂,Drug,Drug,肠道吸附剂,肠道吸附剂,肠道吸附剂,structured,4,{}
Drug::肥皂,Drug,Drug,肥皂,肥皂,肥皂,structured,11,{}
